BitsFlipped,OutputOnes,OutputFraction,ErrorPerN,Probability,MC_Probability,MC_Trials,LevelRealTrials,Log10TrialCount
15,78,0.3046875000,0.0546875000,1.604185120966e-08,0.000000000000e+00,20000,20186,20.6379
15,79,0.3085937500,0.0585937500,4.880797172333e-10,0.000000000000e+00,20000,20186,19.1211
16,48,0.1875000000,-0.0625000000,3.806268385515e-11,0.000000000000e+00,20000,20198,19.5054
16,49,0.1914062500,-0.0585937500,1.637472195238e-09,0.000000000000e+00,20000,20198,21.1390
16,50,0.1953125000,-0.0546875000,3.297199408689e-08,0.000000000000e+00,20000,20198,22.4430
16,51,0.1992187500,-0.0507812500,4.148266717626e-07,0.000000000000e+00,20000,20198,23.5427
16,52,0.2031250000,-0.0468750000,3.672900599103e-06,0.000000000000e+00,20000,20198,24.4899
16,53,0.2070312500,-0.0429687500,2.443993978239e-05,0.000000000000e+00,20000,20198,25.3130
16,54,0.2109375000,-0.0390625000,1.274451869003e-04,2.000000000000e-04,20000,20198,26.0302
16,55,0.2148437500,-0.0351562500,5.361698007308e-04,5.500000000000e-04,20000,20198,26.6542
16,56,0.2187500000,-0.0312500000,1.859061486512e-03,2.300000000000e-03,20000,20198,27.1942
16,57,0.2226562500,-0.0273437500,5.399268116667e-03,5.300000000000e-03,20000,20198,27.6572
16,58,0.2265625000,-0.0234375000,1.330147296423e-02,1.390000000000e-02,20000,20198,28.0488
16,59,0.2304687500,-0.0195312500,2.807376698409e-02,2.705000000000e-02,20000,20198,28.3732
16,60,0.2343750000,-0.0156250000,5.116193663880e-02,4.865000000000e-02,20000,20198,28.6338
16,61,0.2382812500,-0.0117187500,8.100588966122e-02,7.960000000000e-02,20000,20198,28.8334
16,62,0.2421875000,-0.0078125000,1.119625941409e-01,1.155500000000e-01,20000,20198,28.9739
16,63,0.2460937500,-0.0039062500,1.355637768373e-01,1.327500000000e-01,20000,20198,29.0570
16,64,0.2500000000,0.0000000000,1.441357773711e-01,1.420000000000e-01,20000,20198,29.0836
16,65,0.2539062500,0.0039062500,1.347551528451e-01,1.378000000000e-01,20000,20198,29.0544
