BitsFlipped,OutputOnes,OutputFraction,ErrorPerN,Probability,MC_Probability,MC_Trials,LevelRealTrials,Log10TrialCount
12,129,0.5039062500,0.0039062500,1.509021996929e-01,1.511500000000e-01,20000,20000,25.0852
12,130,0.5078125000,0.0078125000,1.175747250368e-01,1.178000000000e-01,20000,20000,24.9768
12,131,0.5117187500,0.0117187500,7.727629163200e-02,8.035000000000e-02,20000,20000,24.7945
12,132,0.5156250000,0.0156250000,4.259042657415e-02,4.175000000000e-02,20000,20000,24.5358
12,133,0.5195312500,0.0195312500,1.950758684020e-02,1.980000000000e-02,20000,20000,24.1967
12,134,0.5234375000,0.0234375000,7.330115567367e-03,5.650000000000e-03,20000,20000,23.7716
12,135,0.5273437500,0.0273437500,2.218607126193e-03,1.900000000000e-03,20000,20000,23.2526
12,136,0.5312500000,0.0312500000,5.268369526912e-04,8.000000000000e-04,20000,20000,22.6282
12,137,0.5351562500,0.0351562500,9.435971698382e-05,5.000000000000e-05,20000,20000,21.8813
12,138,0.5390625000,0.0390625000,1.196298196749e-05,0.000000000000e+00,20000,20000,20.9843
12,139,0.5429687500,0.0429687500,9.549916858591e-07,0.000000000000e+00,20000,20000,19.8865
12,140,0.5468750000,0.0468750000,3.601883217811e-08,0.000000000000e+00,20000,20000,18.4630
13,115,0.4492187500,-0.0507812500,8.202229997825e-09,0.000000000000e+00,20000,20000,19.5850
13,116,0.4531250000,-0.0468750000,2.378386378745e-07,0.000000000000e+00,20000,20000,21.0473
13,117,0.4570312500,-0.0429687500,3.268862739623e-06,0.000000000000e+00,20000,20000,22.1855
13,118,0.4609375000,-0.0390625000,2.838512069215e-05,0.000000000000e+00,20000,20000,23.1242
13,119,0.4648437500,-0.0351562500,1.751071645288e-04,2.500000000000e-04,20000,20000,23.9144
13,120,0.4687500000,-0.0312500000,8.179810410161e-04,1.100000000000e-03,20000,20000,24.5838
13,121,0.4726562500,-0.0273437500,3.010861190794e-03,3.000000000000e-03,20000,20000,25.1498
13,122,0.4765625000,-0.0234375000,8.970020588272e-03,8.400000000000e-03,20000,20000,25.6239
13,123,0.4804687500,-0.0195312500,2.204258410104e-02,2.240000000000e-02,20000,20000,26.0143
13,124,0.4843750000,-0.0156250000,4.529190228929e-02,4.940000000000e-02,20000,20000,26.3271
13,125,0.4882812500,-0.0117187500,7.858745164315e-02,7.680000000000e-02,20000,20000,26.5664
13,126,0.4921875000,-0.0078125000,1.159576145323e-01,1.162500000000e-01,20000,20000,26.7354
13,127,0.4960937500,-0.0039062500,1.461807188355e-01,1.440000000000e-01,20000,20000,26.8360
13,128,0.5000000000,0.0000000000,1.578677171795e-01,1.610500000000e-01,20000,20000,26.8694
13,129,0.5039062500,0.0039062500,1.461807188355e-01,1.406500000000e-01,20000,20000,26.8360
13,130,0.5078125000,0.0078125000,1.159576145323e-01,1.179500000000e-01,20000,20000,26.7354
13,131,0.5117187500,0.0117187500,7.858745164315e-02,7.885000000000e-02,20000,20000,26.5664
13,132,0.5156250000,0.0156250000,4.529190228929e-02,4.415000000000e-02,20000,20000,26.3271
13,133,0.5195312500,0.0195312500,2.204258410104e-02,2.185000000000e-02,20000,20000,26.0143
13,134,0.5234375000,0.0234375000,8.970020588272e-03,9.200000000000e-03,20000,20000,25.6239
13,135,0.5273437500,0.0273437500,3.010861190794e-03,3.650000000000e-03,20000,20000,25.1498
13,136,0.5312500000,0.0312500000,8.179810410161e-04,7.500000000000e-04,20000,20000,24.5838
13,137,0.5351562500,0.0351562500,1.751071645288e-04,3.000000000000e-04,20000,20000,23.9144
13,138,0.5390625000,0.0390625000,2.838512069215e-05,0.000000000000e+00,20000,20000,23.1242
13,139,0.5429687500,0.0429687500,3.268862739623e-06,0.000000000000e+00,20000,20000,22.1855
13,140,0.5468750000,0.0468750000,2.378386378745e-07,0.000000000000e+00,20000,20000,21.0473
13,141,0.5507812500,0.0507812500,8.202229997825e-09,0.000000000000e+00,20000,20000,19.5850
14,114,0.4453125000,-0.0546875000,1.852497174459e-09,0.000000000000e+00,20000,20000,20.6706
14,115,0.4492187500,-0.0507812500,5.840422313683e-08,0.000000000000e+00,20000,20000,22.1693
14,116,0.4531250000,-0.0468750000,8.751455441293e-07,0.000000000000e+00,20000,20000,23.3450
14,117,0.4570312500,-0.0429687500,8.308837370546e-06,0.000000000000e+00,20000,20000,24.3224
14,118,0.4609375000,-0.0390625000,5.621354300544e-05,5.000000000000e-05,20000,20000,25.1527
14,119,0.4648437500,-0.0351562500,2.889277474120e-04,4.000000000000e-04,20000,20000,25.8637
14,120,0.4687500000,-0.0312500000,1.174336781192e-03,1.150000000000e-03,20000,20000,26.4727
14,121,0.4726562500,-0.0273437500,3.878401730538e-03,3.650000000000e-03,20000,20000,26.9915
14,122,0.4765625000,-0.0234375000,1.061129107418e-02,1.045000000000e-02,20000,20000,27.4287
14,123,0.4804687500,-0.0195312500,2.439420394898e-02,2.415000000000e-02,20000,20000,27.7902
14,124,0.4843750000,-0.0156250000,4.761705131734e-02,4.650000000000e-02,20000,20000,28.0806
14,125,0.4882812500,-0.0117187500,7.953448554738e-02,7.995000000000e-02,20000,20000,28.3034
14,126,0.4921875000,-0.0078125000,1.143091405787e-01,1.126000000000e-01,20000,20000,28.4610
14,127,0.4960937500,-0.0039062500,1.418956137841e-01,1.401000000000e-01,20000,20000,28.5549
14,128,0.5000000000,0.0000000000,1.524621794151e-01,1.509500000000e-01,20000,20000,28.5860
14,129,0.5039062500,0.0039062500,1.418956137841e-01,1.465500000000e-01,20000,20000,28.5549
14,130,0.5078125000,0.0078125000,1.143091405787e-01,1.157500000000e-01,20000,20000,28.4610
14,131,0.5117187500,0.0117187500,7.953448554738e-02,8.000000000000e-02,20000,20000,28.3034
14,132,0.5156250000,0.0156250000,4.761705131734e-02,4.635000000000e-02,20000,20000,28.0806
14,133,0.5195312500,0.0195312500,2.439420394898e-02,2.470000000000e-02,20000,20000,27.7902
14,134,0.5234375000,0.0234375000,1.061129107418e-02,1.110000000000e-02,20000,20000,27.4287
14,135,0.5273437500,0.0273437500,3.878401730538e-03,3.850000000000e-03,20000,20000,26.9915
